case,parameter,factor,event_time_s,event_time_h,center_temperature_C,surface_temperature_C,center_moisture,surface_moisture,maximum_moisture,steps
q4,D,0.8,224777.34375,62.438151041666664,50.00000000000052,49.9999999999999,0.14993995907100724,0.05209474714901815,0.149999995449463,3747
q4,D,1.0,184208.4375,51.169010416666666,50.00000000000029,50.00000000000085,0.14993998922107704,0.05261673823812949,0.14999999815368706,3071
q4,D,1.2,157289.53125,43.69153645833333,49.99999999999969,49.99999999999965,0.14993998654335758,0.05314082092981553,0.14999996509651126,2622
q4,h,0.8,184273.76953125,51.187158203125,50.00000000000112,50.000000000001606,0.14993998145598444,0.05261673773937998,0.1499999903831383,3072
q4,h,1.0,184208.4375,51.169010416666666,50.00000000000029,50.00000000000085,0.14993998922107704,0.05261673823812949,0.14999999815368706,3071
q4,h,1.2,184165.6640625,51.15712890625,49.99999999999992,49.99999999999857,0.14993997918407825,0.05261673734377028,0.14999998810984355,3070
q4,hm,0.8,186675.46875,51.854296875,50.00000000000041,50.00000000000169,0.14994001201477755,0.05327192328809246,0.14999998222321462,3112
q4,hm,1.0,184208.4375,51.169010416666666,50.00000000000029,50.00000000000085,0.14993998922107704,0.05261673823812949,0.14999999815368706,3071
q4,hm,1.2,182797.6171875,50.77711588541667,49.99999999999963,50.000000000001066,0.14993995596992002,0.05218026962828179,0.1499999880915375,3047
